mock_loc_prob,gps_variance,accel_var,velocity_cont,zone_history_orders,is_genuine
0.03380465170822884,6.391457966955942,2.4262309059499243,0.9868610537272947,236.0,1.0
0.020250054929377422,4.787755690160069,2.239067241724127,0.8041253264027529,284.0,1.0
0.046577220355326014,5.032773637555781,2.032695543704884,0.8022233564668748,265.0,1.0
0.004450486744800442,5.021222650834258,3.0980751107630633,0.9540558504353427,48.0,1.0
0.025576282040474654,4.065406105101529,3.2321006362617934,0.9292786103016156,144.0,1.0
0.045926076522156065,5.077585389486391,3.0923719493533404,0.8585959441008866,304.0,1.0
0.04520568302397526,6.396760177398491,2.7462186695770834,0.8988793405548525,107.0,1.0
0.007826460670787062,5.444968315376176,2.644915020935356,0.8083871331197738,43.0,1.0
0.018331885004822825,5.031063426398932,1.8920310910120492,0.8384891210722482,484.0,1.0
0.030956070002334815,4.838232718834331,2.377090436644471,0.8848992749054335,437.0,1.0
0.007969744238570109,5.3308670284063515,2.1580698983267816,0.9668088832442965,462.0,1.0
0.04840110860228694,5.749766628489185,1.587243945507645,0.895933436572017,77.0,1.0
0.04573746643638302,5.609238830889753,3.028521709582683,0.9172725009051957,200.0,1.0
0.008347508951723459,4.6681351381780205,2.1520850268038623,0.9747507583987561,208.0,1.0
0.006057773063049271,5.324781594110115,3.0979709537176534,0.8617637827177691,57.0,1.0
0.004270424140413265,5.479939741148279,2.940873200380006,0.9401398642204112,268.0,1.0
0.04547218320183156,3.9928050124730214,2.7783589883167092,0.9723334517356507,222.0,1.0
0.00968119048977304,5.168230541183695,2.806442035881592,0.8405231401392353,171.0,1.0
0.02081424642721774,2.838696113697638,2.192343058963146,0.8712956330295665,122.0,1.0
0.02244256828260015,5.482533709821185,3.428925075645332,0.995962034777871,146.0,1.0
0.02995055221067838,5.660343054562682,2.5215627154765246,0.9966437129592423,326.0,1.0
0.003586767187371248,5.747546125786459,2.650965842559352,0.8446459860587876,413.0,1.0
0.011337930870025797,4.604953147830432,2.1754618332166804,0.8132891677785257,433.0,1.0
0.04657451934594631,5.309046835024035,2.03441736961152,0.8541843222620106,390.0,1.0
0.04542050536342848,6.423953845541167,2.7386480044047117,0.8795463914607375,21.0,1.0
0.039064532370284615,6.413769648291259,2.6087567479693927,0.8882011201862328,368.0,1.0
0.0009700622809107718,4.97082730077344,2.105323817048711,0.9237612614660847,247.0,1.0
0.016350338424805107,5.13931963072956,1.7807866406122979,0.9799005520263093,293.0,1.0
0.03139793676714539,6.110911144734433,1.8650384563362263,0.8660696023814325,185.0,1.0
0.013759510588673786,3.499197984737825,3.0980668585455535,0.9699969070998418,234.0,1.0
0.045479334752688866,4.676924257322975,2.1933730926749644,0.8186957841853254,467.0,1.0
0.03169447309162209,6.3355704555367565,2.3305457271620833,0.808374939794643,84.0,1.0
0.00359533586582228,5.975200541684766,3.225170129379531,0.9008090366246922,144.0,1.0
0.04545027944178515,5.369263777649905,1.9389247192567927,0.811932444666121,91.0,1.0
0.04788833290881113,3.4941675946693795,2.1365025871414716,0.8784979602468461,92.0,1.0
0.0038856209195862745,4.950089766958838,2.1156165857196534,0.9793556233738469,151.0,1.0
0.026618011743065745,4.410084603750067,3.3090342405830198,0.8482966072414947,218.0,1.0
0.015168214110708523,5.331038902817213,3.496691750291207,0.9411951550249806,224.0,1.0
0.01964195382407012,4.19065331520512,2.8757816127010853,0.8604730784780135,412.0,1.0
0.008982560897767096,3.9742766050253926,2.8916923620771198,0.8089840110484272,319.0,1.0
0.02890360510062063,2.9351347223163584,2.2098224985736343,0.9113381162820618,264.0,1.0
0.04789896766244453,6.221804684976702,3.4736642434521414,0.9669706981073504,197.0,1.0
0.025153630013580452,4.600229488556942,2.633848127179331,0.8818936896685239,256.0,1.0
0.004145729069724058,5.157145783702535,2.9265551322248697,0.9234587652916174,264.0,1.0
0.03100006667387042,4.997761883525819,2.447237530614523,0.9800047195315452,332.0,1.0
0.017011149722562853,3.9325660670395006,2.365983706336195,0.9579389025473976,171.0,1.0
0.04279625947956489,3.7409350885518067,3.331521129798059,0.8387752798785639,354.0,1.0
0.02173390741582351,3.9946848740027647,2.7698618398691535,0.9466767918730011,434.0,1.0
0.009641980447112281,4.276831561170607,3.2256877305351908,0.9003786050320304,424.0,1.0
0.009555281134557248,5.366606247013805,2.627664085872522,0.949193361577217,176.0,1.0
0.03843820903605802,4.204282336479388,2.075816731788455,0.8989031101044437,87.0,1.0
0.013279379915367996,6.746490631594622,2.208328533560756,0.8255916328216606,494.0,1.0
0.03836166970796115,6.0271510358931515,2.551482621232305,0.9139818893378479,445.0,1.0
0.01029436553832997,5.808359549665708,2.186749891978337,0.898426798479468,184.0,1.0
0.01608431843506547,4.88034109752685,1.9462692956861547,0.9035843467282884,29.0,1.0
0.02327434862198497,6.514280735720484,3.1007085158935124,0.975780490729174,105.0,1.0
0.04715979248467254,4.781994368878876,2.227564964588244,0.9789674093412503,490.0,1.0
0.046586571237691235,4.968738585845754,2.5690963738956603,0.8907074213531437,189.0,1.0
0.010343593771114391,5.169974539749269,2.6480667949428023,0.8911464082560177,104.0,1.0
0.01791095206215364,5.701823040543344,2.205923437339716,0.9030373917745232,80.0,1.0
